year,city,state,shape,latitude,longitude
2008,Marysville,WA,Sphere,48.0519444,-122.1758333
2008,Texas City,TX,Other,29.3836111,-94.9025
2008,Wilson,NC,Sphere,35.7211111,-77.9158333
2008,Idaho Falls,ID,Formation,43.4666667,-112.0333333
2008,Leavenworth,WA,Formation,47.5963889,-120.6602778
2008,Renton,WA,Formation,47.4830556,-122.2158333
2008,Wellington,AL,Formation,33.8225,-85.8927778
2008,Lacey,WA,Other,47.0344444,-122.8219444
2008,Garrett,IN,Pyramid,41.3494444,-85.1355556
2008,Arlington,TX,Sphere,32.7355556,-97.1077778
2008,Sunnyvale,CA,Other,37.3688889,-122.0352778
2008,Kingsport,TN,Pyramid,36.5483333,-82.5619444
2008,Islip (Central),NY,Formation,40.7297222,-73.2108333
2008,Russellton,PA,Cylinder,40.6113889,-79.8372222
2008,Reading,PA,Diamond,40.3355556,-75.9272222
2008,Rio Rancho,NM,Disk,35.2333333,-106.6638889
2008,Larksville,PA,Other,41.245,-75.9311111
2008,Nicholasville,KY,Sphere,37.8805556,-84.5730556
2008,Tacoma,WA,Formation,47.2530556,-122.4430556
2008,Mckinney,TX,Formation,33.1975,-96.615
2008,Manchester,TN,Other,35.4816667,-86.0886111
2008,Gainesville,VA,Formation,38.7955556,-77.6141667
2008,Las Vegas,NV,Other,36.175,-115.1363889
2008,Wayne,MI,Sphere,42.2813889,-83.3863889
2008,Santa Rosa,CA,Formation,38.4405556,-122.7133333
2008,Newburyport,MA,Formation,42.8125,-70.8777778
2008,Clovis,CA,Other,36.8252778,-119.7019444
2008,San Francisco,CA,Sphere,37.775,-122.4183333
2008,Yakima,WA,Other,46.6022222,-120.5047222
2008,Barstow,CA,Other,34.8986111,-117.0219444
2008,Austin,TX,Sphere,30.2669444,-97.7427778
2008,Valparaiso,IN,Formation,41.4730556,-87.0611111
2008,Hemet,CA,Formation,33.7475,-116.9711111
2008,Falls Church,VA,Sphere,38.8822222,-77.1713889
2008,Vallejo,CA,Sphere,38.1041667,-122.2555556
2008,Narberth,PA,Formation,40.0083333,-75.2608333
2008,Boonville,NY,Formation,43.4836111,-75.3369444
2008,Anderson,SC,Chevron,34.5033333,-82.6502778
2008,Louisville,KY,Disk,38.2541667,-85.7594444
2008,Manteca,CA,Sphere,37.7975,-121.215
2008,Arden,NC,Pyramid,35.4661111,-82.5166667
2008,Liberty,NY,Formation,41.8011111,-74.7469444
2008,Bretton Woods,NH,Diamond,44.2580556,-71.4416667
2008,Irvine,CA,Disk,33.6694444,-117.8222222
2008,Rye Patch,NV,Disk,40.4475,-118.2886111
2008,Cedar City,UT,Other,37.6775,-113.0611111
2008,San Diego,CA,Other,32.7152778,-117.1563889
2008,Ballston Lake,NY,Other,42.9116667,-73.8686111
2008,Loretto,TN,Sphere,35.0777778,-87.4397222
2008,Waynesboro,PA,Sphere,39.7558333,-77.5780556
2008,Gardiner (Near),ME,Formation,44.23,-69.7758333
2008,Winchester,TN,Pyramid,35.1858333,-86.1122222
2008,Winchester,TN,Pyramid,35.1858333,-86.1122222
2008,St. George (Over),UT,Other,37.1041667,-113.5833333
2008,Norman,OK,Other,35.2225,-97.4391667
2008,Hancock County,IA,Chevron,41.39,-95.3622222
2008,Missoula,MT,Other,46.8722222,-113.9930556
2008,New Salisbury,IN,Other,38.3136111,-86.095
2008,Woodland,CA,Formation,38.6786111,-121.7722222
2008,Lindale,TX,Chevron,32.5155556,-95.4091667
2008,Avon,OH,Sphere,41.4516667,-82.0355556
2008,Hart,MI,Formation,43.6983333,-86.3638889
2008,Havelock,NC,Sphere,34.8788889,-76.9016667
2008,St. George,UT,Other,37.1041667,-113.5833333
2008,Murrells Inlet,SC,Sphere,33.5508333,-79.0416667
2008,Mesquite,TX,Other,32.7666667,-96.5988889
2008,Leesburg,VA,Sphere,39.1155556,-77.5638889
2008,Playa Del Rey,CA,Sphere,33.9488889,-118.4447222
2008,Santa Ana,CA,Disk,33.7455556,-117.8669444
2008,Enfield,CT,Sphere,41.9761111,-72.5922222
2008,Colony (1 Mile Nw Of),WY,Other,44.87,-104.1547222
2008,Manteca,CA,Other,37.7975,-121.215
2008,Camp Hill,PA,Other,40.2397222,-76.9202778
2008,Camp Hill,PA,Formation,40.2397222,-76.9202778
2008,Rancho Santa Margarita,CA,Formation,33.6408333,-117.6022222
2008,Lavon,TX,Formation,33.0275,-96.4338889
2008,Riggins,ID,Sphere,45.4222222,-116.3144444
2008,Wadsworth,OH,Formation,41.0255556,-81.73
2008,Gardendale,AL,Sphere,33.66,-86.8127778
2008,Farmers Branch,TX,Formation,32.9263889,-96.8958333
2008,Rosebud,TX,Sphere,31.0727778,-96.9783333
2008,Wentzville,MO,Other,38.8113889,-90.8527778
2008,Kankakee (Approx. 5 Mi. S Of),IL,Formation,41.12,-87.8611111
2008,Dallas,TX,Formation,32.7833333,-96.8
2008,Indianapolis,IN,Formation,39.7683333,-86.1580556
2008,Tucson,AZ,Other,32.2216667,-110.9258333
2008,Asheville,NC,Diamond,35.6008333,-82.5541667
2008,Culpeper,VA,Formation,38.4730556,-77.9969444
2008,Minot,ND,Pyramid,48.2325,-101.2958333
2008,Albuquerque,NM,Other,35.0844444,-106.6505556
2008,Christiansburg,VA,Rectangle,37.1297222,-80.4091667
2008,Miami,FL,Cylinder,25.7738889,-80.1938889
2008,Mount Washington,KY,Other,38.05,-85.5458333
2008,Gainesville,VA,Cylinder,38.7955556,-77.6141667
2008,Flagstaff,AZ,Sphere,35.1980556,-111.6505556
2008,Hilo,HI,Sphere,19.7297222,-155.09
2008,King George,VA,Sphere,38.2680556,-77.1847222
2008,Cary,IL,Disk,42.2119444,-88.2380556
2008,Bastrop,LA,Other,32.7561111,-91.8722222
2008,Tucson,AZ,Other,32.2216667,-110.9258333
2008,Weimar,TX,Sphere,29.7027778,-96.7802778
2008,Timmonsville,SC,Other,34.1347222,-79.94
2008,North Adams,MA,Other,42.7008333,-73.1091667
2008,Richmond,VA,Sphere,37.5536111,-77.4605556
2008,Laurel,MS,Formation,31.6938889,-89.1305556
2008,Monroe,LA,Formation,32.5091667,-92.1191667
2008,Gary,IN,Other,41.5933333,-87.3463889
2008,Harrisburg,PA,Formation,40.2736111,-76.8847222
2008,West Monroe,LA,Formation,32.5091667,-92.1191667
2008,Jacksonville,NC,Other,34.7538889,-77.4305556
2008,Greenfield,OH,Other,39.3519444,-83.3827778
2008,Encino,CA,Other,34.1591667,-118.5002778
2008,Los Angeles,CA,Formation,34.0522222,-118.2427778
2008,Reedville,VA,Sphere,37.8419444,-76.2761111
2008,Tampa,FL,Sphere,27.9472222,-82.4586111
2008,Virginia Beach,VA,Pyramid,36.8527778,-75.9783333
2008,Hayward,CA,Sphere,37.6688889,-122.0797222
2008,Myrtle Creek,OR,Formation,43.0202778,-123.2919444
2008,Brookings,OR,Sphere,42.0527778,-124.2827778
2008,Fayetteville,NC,Disk,35.0525,-78.8786111
2008,Mt. Airy,MD,Formation,39.3761111,-77.155
2008,Fairfield,TX,Formation,31.7244444,-96.165
2008,Arbuckle,CA,Formation,39.0175,-122.0566667
2008,Abilene,TX,Other,32.4486111,-99.7327778
2008,Redondo Beach,CA,Formation,33.8491667,-118.3875
2008,Starke,FL,Sphere,29.9438889,-82.11
2008,Benson,NC,Other,35.3819444,-78.5488889
2008,Carlsbad,CA,Formation,33.1580556,-117.3497222
2008,Arlington,TX,Formation,32.7355556,-97.1077778
2008,Hockessin,DE,Cylinder,39.7875,-75.6969444
2008,Middletown,NY,Formation,41.4458333,-74.4233333
2008,Marshalltown,IA,Pyramid,42.0494444,-92.9077778
2008,Philadelphia,PA,Sphere,39.9522222,-75.1641667
2008,Fort Worth,TX,Pyramid,32.7252778,-97.3205556
2008,Oakland,CA,Formation,37.8044444,-122.2697222
2008,Monroe,NY,Pyramid,41.3305556,-74.1872222
2008,Columbus,OH,Other,39.9611111,-82.9988889
2008,Anacortes,WA,Formation,48.5127778,-122.6113889
2008,Edmonds,WA,Formation,47.8108333,-122.3761111
2008,Nashville,TN,Sphere,36.1658333,-86.7844444
2008,Virginia Beach,VA,Chevron,36.8527778,-75.9783333
2008,Pomeroy,OH,Sphere,39.0275,-82.0338889
2008,Knoxville,TN,Other,35.9605556,-83.9208333
2008,Sacramento,CA,Formation,38.5816667,-121.4933333
2008,Granbury,TX,Sphere,32.4419444,-97.7938889
2008,Charlotte,NC,Other,35.2269444,-80.8433333
2008,Camarillo,CA,Other,34.2163889,-119.0366667
2008,Columbus,OH,Sphere,39.9611111,-82.9988889
2008,Jenner,CA,Sphere,38.4497222,-123.1144444
2008,Franklin,MA,Sphere,42.0833333,-71.3972222
2008,Allen,TX,Other,33.1030556,-96.6702778
2008,Richmond,KY,Other,37.7477778,-84.2947222
2008,El Paso,TX,Formation,31.7586111,-106.4863889
2008,Abilene,TX,Formation,32.4486111,-99.7327778
2008,Evant,TX,Sphere,31.4761111,-98.1516667
2008,Madrid,NY,Formation,44.7502778,-75.1313889
2008,Cisco,TX,Formation,32.3880556,-98.9788889
2008,North Myrtle Beach,SC,Formation,33.8158333,-78.6802778
2008,Cottage Grove,OR,Sphere,43.7977778,-123.0583333
2008,Galesburg,IL,Sphere,40.9477778,-90.3711111
2008,Honolulu,HI,Formation,21.3069444,-157.8583333
2008,Carlton,TX,Formation,31.9180556,-98.1716667
2008,Mccordsville,IN,Sphere,39.9080556,-85.9227778
2008,Morehead,KY,Sphere,38.1838889,-83.4327778
2008,Poughkeepsie,NY,Chevron,41.7002778,-73.9213889
2008,Sacramento,CA,Formation,38.5816667,-121.4933333
2008,De Soto,MO,Formation,38.1394444,-90.555
2008,Solvang,CA,Sphere,34.5958333,-120.1366667
2008,Pismo Beach,CA,Other,35.1427778,-120.6402778
2008,Burien,WA,Cylinder,47.4705556,-122.3455556
2008,Avila Beach,CA,Other,35.18,-120.7308333
2008,San Diego,CA,Sphere,32.7152778,-117.1563889
2008,Chesapeake,VA,Pyramid,36.8188889,-76.2752778
2008,Comanche,TX,Formation,31.8972222,-98.6033333
2008,Indianapolis,IN,Formation,39.7683333,-86.1580556
2008,Princeton,TX,Formation,33.18,-96.4977778
2008,Tazewell,VA,Sphere,37.1147222,-81.5197222
2008,New Gloucester,ME,Formation,43.9627778,-70.2830556
2008,New Gloucester,ME,Other,43.9627778,-70.2830556
2008,Seattle,WA,Formation,47.6063889,-122.3308333
2008,Davis,CA,Other,38.545,-121.7394444
2008,Davis,CA,Other,38.545,-121.7394444
2008,Oak Forest,IL,Pyramid,41.6027778,-87.7438889
2008,Springfield,MO,Formation,37.2152778,-93.2980556
2008,Windsor,CA,Formation,38.5472222,-122.8152778
2008,Rock Springs,WY,Other,41.5875,-109.2022222
2008,Indianapolis,IN,Sphere,39.7683333,-86.1580556
2008,Fort Walton Beach,FL,Formation,30.4055556,-86.6188889
2008,Marion,OH,Pyramid,40.5886111,-83.1286111
2008,Cedar Rapids,IA,Formation,42.0083333,-91.6438889
2008,Tinley Park,IL,Sphere,41.5733333,-87.7844444
2008,Gilbert,AZ,Other,33.3527778,-111.7883333
2008,Dallas,TX,Formation,32.7833333,-96.8
2008,Lawton,OK,Other,34.6086111,-98.39
2008,Fort Collins,CO,Other,40.5852778,-105.0838889
2008,Larsen,WI,Formation,44.1916667,-88.6238889
2008,Woodinville,WA,Formation,47.7544444,-122.1622222
2008,Gresham,OR,Formation,45.4983333,-122.4302778
2008,Phoenix,AZ,Pyramid,33.4483333,-112.0733333
2008,Spring Valley,OH,Diamond,39.6088889,-84.0077778
2008,Spotsylvania,VA,Sphere,38.2008333,-77.5894444
2008,Redmond,OR,Pyramid,44.2727778,-121.1727778
2008,El Centro,CA,Cylinder,32.7919444,-115.5622222
2008,Palm Springs,CA,Disk,33.8302778,-116.5444444
2008,St. Louis,MO,Pyramid,38.6272222,-90.1977778
2008,Greenwood,IN,Formation,39.6136111,-86.1066667
2008,Everett,WA,Sphere,47.9791667,-122.2008333
2008,Issaquah,WA,Sphere,47.5302778,-122.0313889
2008,Victorville,CA,Formation,34.5361111,-117.2902778
2008,Liverpool,TX,Sphere,29.2947222,-95.2786111
2008,Blossom,TX,Sphere,33.6613889,-95.3855556
2008,Melbourne,FL,Formation,28.0833333,-80.6083333
2008,Orlando,FL,Formation,28.5380556,-81.3794444
2008,Pembroke Pines,FL,Formation,26.0027778,-80.2241667
2008,Owatonna,MN,Formation,44.0838889,-93.2258333
2008,Granbury,TX,Disk,32.4419444,-97.7938889
2008,Abilene,TX,Formation,32.4486111,-99.7327778
2008,Azle,TX,Other,32.895,-97.5455556
2008,Escondido,CA,Sphere,33.1191667,-117.0855556
2008,Brownwood,TX,Formation,31.7091667,-98.9908333
2008,Jackson,TN,Sphere,35.6144444,-88.8138889
2008,Chenango Forks,NY,Sphere,42.2355556,-75.8486111
2008,Iowa City,IA,Other,41.6611111,-91.53
2008,Manhattan,KS,Other,39.1836111,-96.5713889
2008,San Jose,CA,Formation,37.3394444,-121.8938889
2008,Moyock,NC,Pyramid,36.5244444,-76.1786111
2008,Albuquerque,NM,Sphere,35.0844444,-106.6505556
2008,Phillipsburg,KS,Sphere,39.7561111,-99.3236111
2008,Medanales,NM,Sphere,36.1755556,-106.1827778
2008,Brownwood,TX,Formation,31.7091667,-98.9908333
2008,Sidney,TX,Formation,31.9491667,-98.7369444
2008,Waco,TX,Rectangle,31.5491667,-97.1463889
2008,Sylmar,CA,Disk,34.3077778,-118.4483333
2008,Abilene,TX,Formation,32.4486111,-99.7327778
2008,Dublin,TX,Sphere,32.085,-98.3416667
2008,Wellington,CO,Sphere,40.7038889,-105.0080556
2008,Fairfield,TX,Sphere,31.7244444,-96.165
2008,Marion,NC,Formation,35.6838889,-82.0094444
2008,Appleton,WI,Formation,44.2619444,-88.4152778
2008,Dallas,TX,Pyramid,32.7833333,-96.8
2008,Charlotte,NC,Cross,35.2269444,-80.8433333
2008,Diamond,OH,Sphere,41.0988889,-81.0230556
2008,Fitchburg,MA,Pyramid,42.5833333,-71.8027778
2008,Delaware,OH,Formation,40.2986111,-83.0680556
2008,Mesa,AZ,Pyramid,33.4222222,-111.8219444
2008,La Jolla,CA,Pyramid,32.8472222,-117.2733333
2008,Abilene,TX,Formation,32.4486111,-99.7327778
2008,Bowling Green,OH,Pyramid,41.3747222,-83.6513889
2008,Jermyn,PA,Formation,41.5308333,-75.5458333
2008,Walnut Ridge,AR,Pyramid,36.0683333,-90.9558333
2008,Houston,PA,Sphere,40.2463889,-80.2116667
2008,Oberlin,OH,Other,41.2938889,-82.2175
2008,Sabina,OH,Chevron,39.4886111,-83.6369444
2008,Laura,OH,Formation,39.9947222,-84.4080556
2008,Salisbury,NH,Pyramid,43.38,-71.7175
2008,Texarkana,AR,Sphere,33.4416667,-94.0375
2008,Pound,VA,Pyramid,37.1236111,-82.6013889
2008,Duarte,CA,Formation,34.1394444,-117.9763889
2008,Montgomery,AL,Other,32.3666667,-86.3
2008,Furlong,PA,Cylinder,40.2961111,-75.0825
2008,College Point,NY,Pyramid,40.7875,-73.8463889
2008,Morrisdale,PA,Sphere,40.9488889,-78.2255556
2008,Rosendale,MO,Cylinder,40.0444444,-94.8205556
2008,Mesa,AZ,Formation,33.4222222,-111.8219444
2008,El Dorado Hills,CA,Pyramid,38.6858333,-121.0811111
2008,Jean,NV,Disk,35.7788889,-115.3230556
2008,Newport Beach,CA,Sphere,33.6188889,-117.9280556
2008,Nashua,NH,Other,42.7652778,-71.4680556
2008,Cisco,TX,Formation,32.3880556,-98.9788889
2008,Laurel Hill,NC,Pyramid,34.8088889,-79.5480556
2008,Jensen Beach,FL,Sphere,27.2541667,-80.23
2008,Pound,VA,Pyramid,37.1236111,-82.6013889
2008,Abilene,TX,Formation,32.4486111,-99.7327778
2008,Philipsburg,PA,Formation,40.8963889,-78.2208333
2008,Saint Marys,WV,Other,39.3916667,-81.2052778
2008,Mendota,VA,Sphere,36.7108333,-82.3016667
2008,Hialeah,FL,Other,25.8572222,-80.2783333
2008,Jeffersonville,IN,Disk,38.2775,-85.7372222
2008,Flemingsburg,KY,Pyramid,38.4222222,-83.7338889
2008,Aurora,OH,Sphere,41.3175,-81.3455556
2008,Franklin,TN,Pyramid,35.925,-86.8688889
2008,Ovid,MI,Sphere,43.0058333,-84.3716667
2008,Cambridge,MA,Formation,42.375,-71.1061111
2008,Spokane,WA,Other,47.6588889,-117.425
2008,Moline,IL,Sphere,41.5066667,-90.515
2008,Lower Burrell,PA,Sphere,40.5530556,-79.7575
2008,Wakefield,RI,Formation,41.4372222,-71.5019444
2008,Kingman,AZ,Formation,35.1894444,-114.0522222
2008,Springfield,OR,Sphere,44.0463889,-123.0208333
2008,Valrico,FL,Formation,27.9455556,-82.2580556
2008,Brecksville,OH,Pyramid,41.3197222,-81.6269444
2008,O&#39Fallon,MO,Formation,38.8105556,-90.6997222
2008,Roswell,GA,Sphere,34.0230556,-84.3616667
2008,Orange,CA,Other,33.7877778,-117.8522222
2008,Hibbing,MN,Sphere,47.4272222,-92.9375
2008,Fenton,MO,Sphere,38.5130556,-90.4358333
2008,Los Angeles,CA,Sphere,34.0522222,-118.2427778
2008,Hermosa Beach,CA,Pyramid,33.8622222,-118.3986111
2008,South Gate,CA,Sphere,33.9547222,-118.2111111
2008,Erie,PA,Sphere,42.1291667,-80.0852778
2008,Anderson,IN,Sphere,40.1052778,-85.6802778
2008,Farragut,TN,Formation,35.8844444,-84.1536111
2008,Schenectady,NY,Formation,42.8141667,-73.94
2008,Lincolnton,NC,Cylinder,35.4736111,-81.2547222
2008,East Lansing,MI,Cylinder,42.7369444,-84.4838889
2008,Denver,NC,Formation,35.5311111,-81.03
2008,Staunton,VA,Disk,38.1494444,-79.0719444
2008,Paducah,KY,Sphere,37.0833333,-88.6
2008,Calhan,CO,Sphere,39.0355556,-104.2966667
2008,Kodiak,AK,Formation,57.79,-152.4072222
2008,Nevada,MO,Sphere,37.8391667,-94.3544444
2008,Woodland,CA,Formation,38.6786111,-121.7722222
2008,Riverside,CA,Formation,33.9533333,-117.3952778
2008,South Milwaukee,WI,Sphere,42.9105556,-87.8605556
2008,Seattle,WA,Formation,47.6063889,-122.3308333
2008,Las Vegas,NV,Sphere,36.175,-115.1363889
2008,Providence,RI,Sphere,41.8238889,-71.4133333
2008,Phoenix,AZ,Other,33.4483333,-112.0733333
2008,Castro Valley,CA,Sphere,37.6941667,-122.0852778
2008,Las Vegas,NV,Other,36.175,-115.1363889
2008,Albuquerque,NM,Other,35.0844444,-106.6505556
2008,Lanagan,MO,Formation,36.6080556,-94.4475
2008,Conshohocken,PA,Cylinder,40.0791667,-75.3019444
2008,Hadley,MA,Sphere,42.3416667,-72.5888889
2008,Green Lake,WI,Formation,43.8441667,-88.96
2008,Chagrin Falls,OH,Pyramid,41.4361111,-81.3866667
2008,Henderson,NV,Other,36.0397222,-114.9811111
2008,Bridgeport,CT,Pyramid,41.1669444,-73.2052778
2008,Albuquerque,NM,Formation,35.0844444,-106.6505556
2008,Victor,NY,Sphere,42.9825,-77.4091667
2008,Lubbock,TX,Sphere,33.5777778,-101.8547222
2008,Williamsburg,KY,Sphere,36.7433333,-84.1597222
2008,Monongahela,PA,Pyramid,40.2030556,-79.9263889
2008,Alpharetta,GA,Sphere,34.0752778,-84.2941667
2008,Angel Fire,NM,Other,36.3930556,-105.2844444
2008,Ronkonkoma,NY,Sphere,40.8152778,-73.1127778
2008,San Francisco,CA,Other,37.775,-122.4183333
2008,Lyman,WY,Formation,41.3275,-110.2922222
2008,Baltimore,MD,Other,39.2902778,-76.6125
2008,Lincoln,NE,Sphere,40.8,-96.6666667
2008,Claremore,OK,Formation,36.3125,-95.6158333
2008,Des Moines,IA,Pyramid,41.6005556,-93.6088889
2008,Schenectady,NY,Pyramid,42.8141667,-73.94
2008,Las Vegas,NV,Disk,36.175,-115.1363889
2008,San Ramon,CA,Cylinder,37.78,-121.9769444
2008,Burlington,WA,Other,48.4758333,-122.3241667
2008,O&#39Fallon,MO,Sphere,38.8105556,-90.6997222
2008,Wakefield,RI,Formation,41.4372222,-71.5019444
2008,Bryan,TX,Chevron,30.6741667,-96.3697222
2008,Cisco,UT,Sphere,38.97,-109.32
2008,Memphis,TN,Formation,35.1494444,-90.0488889
2008,Tulsa,OK,Formation,36.1538889,-95.9925
2008,Wamego,KS,Formation,39.2019444,-96.3047222
2008,Dupo,IL,Chevron,38.5161111,-90.2102778
2008,Stafford Springs,CT,Cylinder,41.9541667,-72.3027778
2008,Baton Rouge,LA,Formation,30.4505556,-91.1544444
2008,Ukiah,CA,Formation,39.1502778,-123.2066667
2008,Midway City,CA,Pyramid,33.7447222,-117.9883333
2008,Spokane,WA,Other,47.6588889,-117.425
2008,Inverness,FL,Sphere,28.8355556,-82.3305556
2008,Santa Maria,CA,Other,34.9530556,-120.4347222
2008,Loudon,TN,Other,35.7327778,-84.3338889
2008,Mesquite,TX,Cylinder,32.7666667,-96.5988889
2008,Asbury,NJ,Cylinder,40.6958333,-75.0105556
2008,Auburn,AL,Sphere,32.6097222,-85.4808333
2008,Terrell (Close To),TX,Sphere,32.7358333,-96.275
2008,St. Louis,MO,Sphere,38.6272222,-90.1977778
2008,Mckinney,TX,Formation,33.1975,-96.615
2008,Plano,TX,Cylinder,33.0197222,-96.6986111
2008,Lombard,IL,Sphere,41.88,-88.0077778
2008,Chicago Ridge,IL,Sphere,41.7013889,-87.7791667
2008,Chicago,IL,Formation,41.85,-87.65
2008,Milwaukee,WI,Formation,43.0388889,-87.9063889
2008,Chicago,IL,Sphere,41.85,-87.65
2008,Lake Forest,IL,Sphere,42.2586111,-87.8405556
2008,Irvine,CA,Disk,33.6694444,-117.8222222
2008,Martinez,CA,Formation,38.0194444,-122.1330556
2008,Little Rock,AR,Pyramid,34.7463889,-92.2894444
2008,Chester,AR,Sphere,35.6808333,-94.175
2008,Clearwater Beach,FL,Other,27.9769444,-82.8280556
2008,Seminole,OK,Sphere,35.2244444,-96.6702778
2008,Louisville,KY,Formation,38.2541667,-85.7594444
2008,Lindenhurst,NY,Sphere,40.6866667,-73.3738889
2008,Davie,FL,Sphere,26.0625,-80.2333333
2008,Sarasota,FL,Sphere,27.3361111,-82.5308333
2008,Las Vegas,NV,Other,36.175,-115.1363889
2008,Poughkeepsie,NY,Other,41.7002778,-73.9213889
2008,Laguna Niguel,CA,Formation,33.5225,-117.7066667
2008,Laurel,MD,Formation,39.0991667,-76.8486111
2008,Uniontown,OH,Other,40.975,-81.4083333
2008,Palm Springs,CA,Pyramid,33.8302778,-116.5444444
2008,El Paso,TX,Disk,31.7586111,-106.4863889
2008,Pagosa Springs,CO,Formation,37.2694444,-107.0091667
2008,Murfreesboro,TN,Formation,35.8455556,-86.3902778
2008,Oakland,TN,Sphere,35.2288889,-89.515
2008,Jackson,NJ,Formation,39.7763889,-74.8627778
2008,Burbank (Outside Of; Near Pasco),WA,Other,46.2,-119.0119444
2008,Mission Viejo,CA,Sphere,33.6,-117.6711111
2008,Mission Viejo,CA,Other,33.6,-117.6711111
2008,Nashville,TN,Sphere,36.1658333,-86.7844444
2008,Murfreesboro,TN,Sphere,35.8455556,-86.3902778
2008,Arlington,TX,Sphere,32.7355556,-97.1077778
2008,Mesa,AZ,Pyramid,33.4222222,-111.8219444
2008,Flower Mound,TX,Formation,33.0144444,-97.0966667
2008,San Jose,CA,Formation,37.3394444,-121.8938889
2008,Crescent,OR,Formation,43.4625,-121.6944444
2008,Vermontville,MI,Formation,42.6288889,-85.0241667
2008,Salina,KS,Sphere,38.8402778,-97.6111111
2008,Cleveland,TN,Sphere,35.1594444,-84.8766667
2008,Gig Harbor,WA,Formation,47.3294444,-122.5788889
2008,Lincoln Park,MI,Other,42.2505556,-83.1786111
2008,Milledgeville,GA,Sphere,33.08,-83.2322222
2008,Winchester,VA,Sphere,39.1855556,-78.1636111
2008,Richmond Hill,GA,Formation,31.9380556,-81.3036111
2008,Bergen,NY,Formation,43.0852778,-77.9425
2008,Phoenix,AZ,Sphere,33.4483333,-112.0733333
2008,Osceola,NE,Cylinder,41.1797222,-97.5472222
2008,Lafayette,LA,Other,30.2238889,-92.0197222
2008,Franklin,TN,Formation,35.925,-86.8688889
2008,New York City (Staten Island),NY,Sphere,40.7141667,-74.0063889
2008,Asheville,NC,Formation,35.6008333,-82.5541667
2008,Houston,TX,Pyramid,29.7630556,-95.3630556
2008,Louisville,KY,Formation,38.2541667,-85.7594444
2008,Springville,TN,Formation,36.2491667,-88.1530556
2008,Saint George,UT,Pyramid,37.1041667,-113.5833333
2008,El Cajon,CA,Sphere,32.7947222,-116.9616667
2008,Chattanooga,TN,Formation,35.0455556,-85.3097222
2008,Los Angeles,CA,Disk,34.0522222,-118.2427778
2008,Dandridge,TN,Rectangle,36.0152778,-83.415
2008,Palm Coast,FL,Pyramid,29.5847222,-81.2080556
2008,Naples,FL,Pyramid,26.1416667,-81.795
2008,Redding,CA,Sphere,40.5866667,-122.3905556
2008,Los Angeles,CA,Disk,34.0522222,-118.2427778
2008,Bumpass,VA,Sphere,37.9633333,-77.7375
2008,Long Beach,CA,Sphere,33.7669444,-118.1883333
2008,Hermosa Beach,CA,Sphere,33.8622222,-118.3986111
2008,Randolph,MA,Cylinder,42.1625,-71.0416667
2008,Quail Valley,CA,Sphere,33.7069444,-117.2441667
2008,Brandon,MS,Other,32.2730556,-89.9858333
2008,Davis,CA,Formation,38.545,-121.7394444
2008,Long Beach,CA,Sphere,33.7669444,-118.1883333
2008,Wallingford,CT,Sphere,41.4569444,-72.8236111
2008,Williamsburg,VA,Other,37.2705556,-76.7077778
2008,Worcester,MA,Other,42.2625,-71.8027778
2008,Bloomfield Hills,MI,Cylinder,42.5836111,-83.2455556
2008,Springfield,MO,Other,37.2152778,-93.2980556
2008,Allen,TX,Other,33.1030556,-96.6702778
2008,Corvallis,OR,Diamond,44.5647222,-123.2608333
2008,Oakland,IL,Sphere,39.6538889,-88.0261111
2008,Portland,OR,Pyramid,45.5236111,-122.675
2008,Lometa,TX,Disk,31.2169444,-98.3930556
2008,Concord,CA,Cross,37.9780556,-122.03
2008,Shelton,WA,Sphere,47.2152778,-123.0994444
2008,Greeley,CO,Sphere,40.4233333,-104.7086111
2008,Beaver,UT,Sphere,38.2769444,-112.6402778
2008,El Paso (Fort Bliss),TX,Cylinder,31.7586111,-106.4863889
2008,Calabasas,CA,Chevron,34.1577778,-118.6375
2008,Los Angeles,CA,Chevron,34.0522222,-118.2427778
2008,Orchard Park,NY,Other,42.7675,-78.7441667
2008,Clearwater,FL,Formation,27.9655556,-82.8002778
2008,Anaheim,CA,Disk,33.8352778,-117.9136111
2008,Langdon,ND,Formation,48.76,-98.3677778
2008,San Francisco,CA,Pyramid,37.775,-122.4183333
2008,Salt Lake City,UT,Formation,40.7608333,-111.8902778
2008,North Topsail Beach,NC,Formation,34.49,-77.4319444
2008,Hanford,CA,Disk,36.3275,-119.6447222
2008,Reno,NV,Pyramid,39.5297222,-119.8127778
2008,Cape Coral,FL,Sphere,26.5625,-81.9497222
2008,Spartanburg,SC,Sphere,34.9494444,-81.9322222
2008,Seattle,WA,Sphere,47.6063889,-122.3308333
2008,Emeryville,CA,Chevron,37.8313889,-122.2841667
2008,San Juan Capistrano,CA,Chevron,33.5016667,-117.6616667
2008,San Francisco,CA,Pyramid,37.775,-122.4183333
2008,Burleson,TX,Pyramid,32.5419444,-97.3205556
2008,Manitowoc,WI,Sphere,44.0886111,-87.6575
2008,Tacoma,WA,Formation,47.2530556,-122.4430556
2008,Coral Springs,FL,Other,26.2708333,-80.2708333
2008,San Francisco,CA,Rectangle,37.775,-122.4183333
2008,Bellefontaine,OH,Disk,40.3611111,-83.7597222
2008,Atlantic City,NJ,Formation,39.3641667,-74.4233333
2008,Carlsbad,CA,Cross,33.1580556,-117.3497222
